7,0,5,4,4,4,7,9,7,7,9,9,0,1,1,0,0,0,0,9
9,4,2,4,0,5,2,9,7,9,0,9,0,2,1,0,0,9,0,2
0,9,0,9,4,5,9,9,5,5,0,1,0,0,0,1,1,9,9,1
4,5,4,6,7,4,6,5,4,4,0,9,0,0,0,1,2,3,0,9
4,7,4,7,1,0,9,4,4,8,3,2,0,1,0,2,3,9,1,0
0,4,5,1,5,8,5,9,9,7,2,0,0,9,9,9,9,2,9,1
7,5,5,0,7,5,3,9,9,5,2,0,1,0,1,0,1,9,2,0
5,9,4,5,1,3,5,5,9,4,0,0,2,2,9,2,0,2,1,0
3,5,4,5,3,9,6,4,9,4,0,9,9,9,2,9,9,1,9,0
1,4,5,4,4,4,4,3,2,1,0,1,1,0,9,1,0,9,1,0
7,7,8,8,7,7,7,7,7,8,0,0,0,0,0,0,0,0,0,0
7,7,8,8,7,7,7,8,7,8,0,0,0,0,0,0,0,0,0,0
7,7,7,8,8,8,8,8,7,8,0,2,0,0,5,4,1,7,2,0
8,7,7,8,7,8,8,8,8,7,0,3,0,0,6,0,0,1,1,0
8,7,8,8,7,7,8,8,7,7,0,0,1,6,0,1,0,9,4,0
7,8,8,7,8,8,8,8,8,8,7,0,3,3,5,2,0,3,2,0
8,8,8,8,7,8,7,7,8,7,7,7,1,6,1,5,4,2,5,0
8,8,7,8,8,7,7,7,7,8,7,3,1,8,3,0,4,1,1,0
7,8,7,7,8,7,8,7,7,7,0,0,0,0,0,0,0,0,0,0
8,8,8,7,7,8,7,8,8,7,0,0,0,0,0,0,0,0,0,0
